NAME,PER,K,MASS,MASSUPPER,MASSLOWER,UMASS,R,RUPPER,RLOWER,UR,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,TRANSITREF,TRANSITURL,ORBREF,ORBURL
WASP-8 b,8.158715,222.23,2.13797,0.0798674,0.0798674,0.0798674,1.038,0.007,0.047,0.027,2.53485,0.267156,0.267156,0.267156,Queloz 2010,http://adsabs.harvard.edu/abs/2010A%26A...517L...1Q,Queloz 2010,http://adsabs.harvard.edu/abs/2010A%26A...517L...1Q
WASP-80 b,3.0678504,110.9,0.551763,0.035372,0.035372,0.035372,0.952,0.027,0.026,0.0265,0.734604,0.03978,0.051714,0.045747,Triaud 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..80T,Triaud 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..80T
WASP-82 b,2.705785,130.7,1.25,0.05,0.05,0.05,1.67,0.07,0.05,0.06,0.33,0.04,0.04,0.04,Smith 2015,http://adsabs.harvard.edu/abs/2015AcA....65..117S,Smith 2015,http://adsabs.harvard.edu/abs/2015AcA....65..117S
WASP-83 b,4.971252,32.9,0.3,0.03,0.03,0.03,1.04,0.08,0.05,0.065,0.35,0.07,0.07,0.07,Hellier 2015,http://adsabs.harvard.edu/abs/2015AJ....150...18H,Hellier 2015,http://adsabs.harvard.edu/abs/2015AJ....150...18H
WASP-84 b,8.5234865,77.4,0.69431,0.0292713,0.0292713,0.0292713,0.942,0.022,0.022,0.022,1.1014,0.0900707,0.0900707,0.0900707,Anderson 2014,http://adsabs.harvard.edu/abs/2014MNRAS.445.1114A,Anderson 2014,http://adsabs.harvard.edu/abs/2014MNRAS.445.1114A
WASP-88 b,4.954,52.4,0.563545,0.0733797,0.0733797,0.0733797,1.7,0.13,0.07,0.1,0.14586,0.03978,0.03978,0.03978,Delrez 2014,http://adsabs.harvard.edu/abs/2014A%26A...563A.143D,Delrez 2014,http://adsabs.harvard.edu/abs/2014A%26A...563A.143D
WASP-89 b,3.3564227,848,5.82191,0.349242,0.349242,0.349242,1.04,0.04,0.04,0.04,7.01,0.44,0.44,0.44,Hellier 2015,http://adsabs.harvard.edu/abs/2015AJ....150...18H,Hellier 2015,http://adsabs.harvard.edu/abs/2015AJ....150...18H
WASP-94 A b,3.9501907,45.4,0.41865,0.0333256,0.0333256,0.0333256,1.72,0.06,0.05,0.055,0.118,0.001,0.001,0.001,Neveu-VanMalle 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..49N,Neveu-VanMalle 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..49N
WASP-95 b,2.184673,175.7,1.13,0.1,0.04,0.07,1.21,0.06,0.06,0.06,0.85,0.07,0.2,0.135,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H
WASP-96 b,3.4252602,62,0.48,0.03,0.03,0.03,1.2,0.06,0.06,0.06,0.28,0.04,0.04,0.04,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H
WASP-97 b,2.07276,194.5,1.32,0.05,0.05,0.05,1.13,0.06,0.06,0.06,0.91,0.11,0.11,0.11,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H
WASP-98 b,2.96264,150,0.83,0.07,0.07,0.07,1.1,0.04,0.04,0.04,0.63,0.06,0.06,0.06,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H
WASP-99 b,5.75251,242.2,2.78,0.13,0.13,0.13,1.1,0.08,0.05,0.065,2.1,0.3,0.3,0.3,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H
WTS-1 b,3.352059,479,3.99885,0.359474,0.359474,0.359474,1.49,0.16,0.18,0.17,1.61,0.56,0.56,0.56,Cappetta 2012,http://adsabs.harvard.edu/abs/2012MNRAS.427.1877C,Cappetta 2012,http://adsabs.harvard.edu/abs/2012MNRAS.427.1877C
WTS-2 b,1.0187074,256,1.12,0.16,0.16,0.16,1.3,0.058,0.058,0.058,0.63,0.12,0.12,0.12,Birkby 2014,http://adsabs.harvard.edu/abs/2014MNRAS.440.1470B,Birkby 2014,http://adsabs.harvard.edu/abs/2014MNRAS.440.1470B
XO-1 b,3.941534,116,0.918464,0.0794523,0.0794523,0.0794523,1.206,0.047,0.042,0.0445,0.65,0.096,0.084,0.09,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,McCullough 2006,http://adsabs.harvard.edu/abs/2006ApJ...648.1228M
XO-2 b,2.615857,85,0.566541,0.0565565,0.0565565,0.0565565,0.983,0.029,0.028,0.0285,0.741,0.1,0.09,0.095,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Burke 2007,http://adsabs.harvard.edu/abs/2007ApJ...671.2115B
XO-3 b,3.1915426,1488,13.2849,0.444146,0.444146,0.444146,1.217,0.073,0.073,0.073,3.92729,1.00626,1.00626,1.00626,Johns-Krull 2008,http://adsabs.harvard.edu/abs/2008ApJ...677..657J,Winn 2009,http://adsabs.harvard.edu/abs/2009ApJ...700..302W
XO-4 b,4.1250828,168.6,1.60254,0.0795209,0.0795209,0.0795209,1.33,0.05,0.05,0.05,0.903229,0.111296,0.111296,0.111296,Narita 2010,http://adsabs.harvard.edu/abs/2010PASJ...62L..61N,Narita 2010,http://adsabs.harvard.edu/abs/2010PASJ...62L..61N
XO-5 b,4.1877537,145,1.15251,0.0881513,0.0881513,0.0881513,1.03,0.06,0.05,0.055,1.27,0.19,0.17,0.18,Maciejewski 2011,http://adsabs.harvard.edu/abs/2011AcA....61...25M,Burke 2008,http://adsabs.harvard.edu/abs/2008ApJ...686.1331B
WASP-47 e,,,0.038,0.012,0.012,,0.163,0.006,0.006,,,,,,,,,
HD 219134 b,,,0.012,0.001,0.001,,0.1433,0.0077,0.0077,,,,,,,,,
Kepler-51 b,,,0.006607306,0.004719504,0.002517069,,0.633420704,0.026764255,0.026764255,,,,,,,,,
Kepler-51 c,,,0.012585344,0.001258534,0.001258534,,0.802927653,0.249799714,0.151664112,,,,,,,,,
